aggregation,source,source_role,generation_seed,baseline,api_group,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,failure_rate_total_lower_bound
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,sparse,target_not_executed,12,8,8,0,4,1.0,0.6666666666666666
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,sparse,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,sparse,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,syntax_error,12,12,4,8,0,0.3333333333333333,0.3333333333333333
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,wrong_or_missing_target_api,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,missing_import,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,shape_or_dtype_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,index_or_bounds_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,undefined_name_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,argument_signature_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,dependency_import_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,setup_or_environment_error,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,resource_exhaustion,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,runtime_error_other,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,assertion_failure,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,missing_oracle,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,oracle_not_executed,12,8,5,3,4,0.625,0.4166666666666667
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,fake_assertion,12,8,2,6,4,0.25,0.16666666666666666
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,broad_exception_swallowing,12,8,0,8,4,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,target_not_executed,12,8,5,3,4,0.625,0.4166666666666667
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,truncated_generation,12,12,9,3,0,0.75,0.75
seed_baseline_group,campaign_combined,campaign_combined,3407,B2,tensor_creation,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,autograd_transform_compile_and_export,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,syntax_error,12,12,10,2,0,0.8333333333333334,0.8333333333333334
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,wrong_or_missing_target_api,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,missing_import,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,shape_or_dtype_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,index_or_bounds_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,undefined_name_error,12,2,1,1,10,0.5,0.08333333333333333
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,argument_signature_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,dependency_import_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,setup_or_environment_error,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,resource_exhaustion,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,runtime_error_other,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,assertion_failure,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,missing_oracle,12,2,2,0,10,1.0,0.16666666666666666
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,oracle_not_executed,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,fake_assertion,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,broad_exception_swallowing,12,2,0,2,10,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,target_not_executed,12,2,1,1,10,0.5,0.08333333333333333
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,convolution_and_pooling,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,fft_and_spectral,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,indexing_gather_and_scatter,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,fake_assertion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,broad_exception_swallowing,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,target_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,truncated_generation,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,linear_algebra,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,syntax_error,12,12,12,0,0,1.0,1.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,wrong_or_missing_target_api,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,missing_import,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,shape_or_dtype_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,index_or_bounds_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,undefined_name_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,argument_signature_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,dependency_import_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,setup_or_environment_error,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,resource_exhaustion,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,runtime_error_other,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,assertion_failure,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,missing_oracle,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,oracle_not_executed,12,0,0,0,12,,0.0
seed_baseline_group,campaign_combined,campaign_combined,3407,B3,normalization_activation_and_loss,fake_assertion,12,0,0,0,12,,0.0
